,path,cat/dog,breed,dataset,train/test
46,images\Bombay_70.jpg,cat,8,oxford,train
47,images\Bombay_117.jpg,cat,8,oxford,train
48,images\Bombay_194.jpg,cat,8,oxford,train
49,images\Bombay_123.jpg,cat,8,oxford,train
50,images\Bombay_98.jpg,cat,8,oxford,train
51,images\Bombay_29.jpg,cat,8,oxford,train
52,images\Bombay_84.jpg,cat,8,oxford,train
53,images\Bombay_18.jpg,cat,8,oxford,train
54,images\Bombay_27.jpg,cat,8,oxford,train
55,images\Bombay_198.jpg,cat,8,oxford,train
56,images\Bombay_106.jpg,cat,8,oxford,train
57,images\Bombay_62.jpg,cat,8,oxford,train
58,images\Bombay_75.jpg,cat,8,oxford,train
59,images\Bombay_36.jpg,cat,8,oxford,train
60,images\Bombay_155.jpg,cat,8,oxford,train
61,images\Bombay_166.jpg,cat,8,oxford,train
62,images\Bombay_181.jpg,cat,8,oxford,train
63,images\Bombay_58.jpg,cat,8,oxford,train
64,images\Bombay_95.jpg,cat,8,oxford,train
65,images\Bombay_96.jpg,cat,8,oxford,train
66,images\Bombay_38.jpg,cat,8,oxford,train
67,images\Bombay_167.jpg,cat,8,oxford,train
68,images\Bombay_94.jpg,cat,8,oxford,train
69,images\Bombay_129.jpg,cat,8,oxford,train
70,images\Bombay_100.jpg,cat,8,oxford,train
71,images\Bombay_79.jpg,cat,8,oxford,train
72,images\Bombay_109.jpg,cat,8,oxford,train
73,images\Bombay_130.jpg,cat,8,oxford,train
74,images\Bombay_2.jpg,cat,8,oxford,train
75,images\Bombay_8.jpg,cat,8,oxford,train
76,images\Bombay_19.jpg,cat,8,oxford,train
77,images\Bombay_160.jpg,cat,8,oxford,train
78,images\Bombay_114.jpg,cat,8,oxford,train
79,images\Bombay_182.jpg,cat,8,oxford,train
80,images\Bombay_183.jpg,cat,8,oxford,train
81,images\Bombay_50.jpg,cat,8,oxford,train
82,images\Bombay_7.jpg,cat,8,oxford,train
83,images\Bombay_151.jpg,cat,8,oxford,train
84,images\Bombay_177.jpg,cat,8,oxford,train
85,images\Bombay_13.jpg,cat,8,oxford,train
86,images\Bombay_180.jpg,cat,8,oxford,train
87,images\Bombay_145.jpg,cat,8,oxford,train
88,images\Bombay_97.jpg,cat,8,oxford,train
89,images\Bombay_113.jpg,cat,8,oxford,train
90,images\Bombay_12.jpg,cat,8,oxford,train
91,images\Bombay_60.jpg,cat,8,oxford,train
92,images\Bombay_31.jpg,cat,8,oxford,train
93,images\Bombay_80.jpg,cat,8,oxford,train
94,images\Bombay_110.jpg,cat,8,oxford,train
95,images\Bombay_137.jpg,cat,8,oxford,train
96,images\Bombay_116.jpg,cat,8,oxford,train
97,images\Bombay_10.jpg,cat,8,oxford,train
98,images\Bombay_175.jpg,cat,8,oxford,train
99,images\Bombay_125.jpg,cat,8,oxford,train
100,images\Bombay_173.jpg,cat,8,oxford,train
101,images\Bombay_82.jpg,cat,8,oxford,train
102,images\Bombay_57.jpg,cat,8,oxford,train
103,images\Bombay_91.jpg,cat,8,oxford,train
104,images\Bombay_158.jpg,cat,8,oxford,train
105,images\Bombay_200.jpg,cat,8,oxford,train
106,images\Bombay_55.jpg,cat,8,oxford,train
107,images\Bombay_161.jpg,cat,8,oxford,train
108,images\Bombay_34.jpg,cat,8,oxford,train
109,images\Bombay_33.jpg,cat,8,oxford,train
110,images\Bombay_86.jpg,cat,8,oxford,train
111,images\Bombay_81.jpg,cat,8,oxford,train
112,images\Bombay_89.jpg,cat,8,oxford,train
113,images\Bombay_15.jpg,cat,8,oxford,train
114,images\Bombay_102.jpg,cat,8,oxford,train
115,images\Bombay_65.jpg,cat,8,oxford,train
116,images\Bombay_168.jpg,cat,8,oxford,train
117,images\Bombay_141.jpg,cat,8,oxford,train
118,images\Bombay_107.jpg,cat,8,oxford,train
119,images\Bombay_14.jpg,cat,8,oxford,train
120,images\Bombay_63.jpg,cat,8,oxford,train
121,images\Bombay_134.jpg,cat,8,oxford,train
122,images\Bombay_179.jpg,cat,8,oxford,train
123,images\Bombay_5.jpg,cat,8,oxford,train
124,images\Bombay_49.jpg,cat,8,oxford,train
125,images\Bombay_3.jpg,cat,8,oxford,train
126,images\Bombay_37.jpg,cat,8,oxford,train
127,images\Bombay_93.jpg,cat,8,oxford,train
128,images\Bombay_104.jpg,cat,8,oxford,train
129,images\Bombay_162.jpg,cat,8,oxford,train
130,images\Bombay_83.jpg,cat,8,oxford,train
131,images\Bombay_221.jpg,cat,8,oxford,train
132,images\Bombay_20.jpg,cat,8,oxford,train
133,images\Bombay_205.jpg,cat,8,oxford,train
134,images\Bombay_119.jpg,cat,8,oxford,train
135,images\Bombay_208.jpg,cat,8,oxford,train
136,images\Bombay_163.jpg,cat,8,oxford,train
137,images\Bombay_103.jpg,cat,8,oxford,train
138,images\Bombay_204.jpg,cat,8,oxford,train
139,images\Bombay_170.jpg,cat,8,oxford,train
140,images\Bombay_21.jpg,cat,8,oxford,train
141,images\Bombay_171.jpg,cat,8,oxford,train
142,images\Bombay_72.jpg,cat,8,oxford,train
143,images\Bombay_90.jpg,cat,8,oxford,train
144,images\Bombay_61.jpg,cat,8,oxford,train
145,images\Bombay_78.jpg,cat,8,oxford,train
146,images\Bombay_133.jpg,cat,8,oxford,train
147,images\Bombay_215.jpg,cat,8,oxford,train
148,images\Bombay_48.jpg,cat,8,oxford,train
149,images\Bombay_56.jpg,cat,8,oxford,train
150,images\Bombay_76.jpg,cat,8,oxford,train
151,images\Bombay_6.jpg,cat,8,oxford,train
152,images\Bombay_101.jpg,cat,8,oxford,train
153,images\Bombay_135.jpg,cat,8,oxford,train
154,images\Bombay_1.jpg,cat,8,oxford,train
155,images\Bombay_30.jpg,cat,8,oxford,train
156,images\Bombay_176.jpg,cat,8,oxford,train
157,images\Bombay_140.jpg,cat,8,oxford,train
158,images\Bombay_185.jpg,cat,8,oxford,train
159,images\Bombay_42.jpg,cat,8,oxford,train
160,images\Bombay_26.jpg,cat,8,oxford,train
161,images\Bombay_67.jpg,cat,8,oxford,train
162,images\Bombay_4.jpg,cat,8,oxford,train
163,images\Bombay_41.jpg,cat,8,oxford,train
164,images\Bombay_186.jpg,cat,8,oxford,train
165,images\Bombay_59.jpg,cat,8,oxford,train
166,images\Bombay_128.jpg,cat,8,oxford,validation
167,images\Bombay_16.jpg,cat,8,oxford,validation
168,images\Bombay_64.jpg,cat,8,oxford,validation
169,images\Bombay_188.jpg,cat,8,oxford,validation
170,images\Bombay_40.jpg,cat,8,oxford,validation
171,images\Bombay_74.jpg,cat,8,oxford,validation
172,images\Bombay_159.jpg,cat,8,oxford,validation
173,images\Bombay_136.jpg,cat,8,oxford,validation
174,images\Bombay_148.jpg,cat,8,oxford,validation
175,images\Bombay_121.jpg,cat,8,oxford,validation
176,images\Bombay_169.jpg,cat,8,oxford,validation
177,images\Bombay_120.jpg,cat,8,oxford,validation
178,images\Bombay_138.jpg,cat,8,oxford,validation
179,images\Bombay_39.jpg,cat,8,oxford,validation
180,images\Bombay_52.jpg,cat,8,oxford,validation
181,images\Bombay_174.jpg,cat,8,oxford,validation
182,images\Bombay_144.jpg,cat,8,oxford,validation
183,images\Bombay_127.jpg,cat,8,oxford,validation
184,images\leonberger_156.jpg,dog,20,oxford,test
185,images\leonberger_174.jpg,dog,20,oxford,test
186,images\leonberger_121.jpg,dog,20,oxford,test
187,images\leonberger_198.jpg,dog,20,oxford,test
188,images\leonberger_10.jpg,dog,20,oxford,test
189,images\leonberger_5.jpg,dog,20,oxford,test
190,images\leonberger_17.jpg,dog,20,oxford,test
191,images\leonberger_171.jpg,dog,20,oxford,test
192,images\leonberger_182.jpg,dog,20,oxford,test
193,images\leonberger_64.jpg,dog,20,oxford,test
194,images\leonberger_59.jpg,dog,20,oxford,test
195,images\leonberger_31.jpg,dog,20,oxford,test
196,images\leonberger_46.jpg,dog,20,oxford,test
197,images\leonberger_37.jpg,dog,20,oxford,test
198,images\leonberger_29.jpg,dog,20,oxford,test
199,images\leonberger_11.jpg,dog,20,oxford,test
200,images\leonberger_95.jpg,dog,20,oxford,test
201,images\leonberger_74.jpg,dog,20,oxford,test
202,images\leonberger_84.jpg,dog,20,oxford,test
203,images\leonberger_32.jpg,dog,20,oxford,test
204,images\leonberger_165.jpg,dog,20,oxford,test
205,images\leonberger_42.jpg,dog,20,oxford,test
206,images\leonberger_73.jpg,dog,20,oxford,test
207,images\leonberger_109.jpg,dog,20,oxford,test
208,images\leonberger_119.jpg,dog,20,oxford,test
209,images\leonberger_123.jpg,dog,20,oxford,test
210,images\leonberger_101.jpg,dog,20,oxford,test
211,images\leonberger_127.jpg,dog,20,oxford,test
212,images\leonberger_25.jpg,dog,20,oxford,test
213,images\leonberger_190.jpg,dog,20,oxford,test
214,images\leonberger_179.jpg,dog,20,oxford,test
215,images\leonberger_167.jpg,dog,20,oxford,test
216,images\leonberger_172.jpg,dog,20,oxford,test
217,images\leonberger_99.jpg,dog,20,oxford,test
218,images\leonberger_107.jpg,dog,20,oxford,test
219,images\leonberger_159.jpg,dog,20,oxford,test
220,images\leonberger_45.jpg,dog,20,oxford,test
221,images\leonberger_166.jpg,dog,20,oxford,test
222,images\leonberger_9.jpg,dog,20,oxford,test
223,images\leonberger_186.jpg,dog,20,oxford,test
224,images\leonberger_152.jpg,dog,20,oxford,train
225,images\leonberger_173.jpg,dog,20,oxford,train
226,images\leonberger_192.jpg,dog,20,oxford,train
227,images\leonberger_18.jpg,dog,20,oxford,train
228,images\leonberger_122.jpg,dog,20,oxford,train
229,images\leonberger_13.jpg,dog,20,oxford,train
230,images\leonberger_199.jpg,dog,20,oxford,train
231,images\leonberger_52.jpg,dog,20,oxford,train
232,images\leonberger_48.jpg,dog,20,oxford,train
233,images\leonberger_51.jpg,dog,20,oxford,train
234,images\leonberger_14.jpg,dog,20,oxford,train
235,images\leonberger_88.jpg,dog,20,oxford,train
236,images\leonberger_161.jpg,dog,20,oxford,train
237,images\leonberger_157.jpg,dog,20,oxford,train
238,images\leonberger_163.jpg,dog,20,oxford,train
239,images\leonberger_65.jpg,dog,20,oxford,train
240,images\leonberger_53.jpg,dog,20,oxford,train
241,images\leonberger_98.jpg,dog,20,oxford,train
242,images\leonberger_85.jpg,dog,20,oxford,train
243,images\leonberger_181.jpg,dog,20,oxford,train
244,images\leonberger_92.jpg,dog,20,oxford,train
245,images\leonberger_72.jpg,dog,20,oxford,train
246,images\leonberger_139.jpg,dog,20,oxford,train
247,images\leonberger_96.jpg,dog,20,oxford,train
248,images\leonberger_41.jpg,dog,20,oxford,train
249,images\leonberger_23.jpg,dog,20,oxford,train
250,images\leonberger_132.jpg,dog,20,oxford,train
251,images\leonberger_54.jpg,dog,20,oxford,train
252,images\leonberger_111.jpg,dog,20,oxford,train
253,images\leonberger_63.jpg,dog,20,oxford,train
254,images\leonberger_105.jpg,dog,20,oxford,train
255,images\leonberger_195.jpg,dog,20,oxford,train
256,images\leonberger_150.jpg,dog,20,oxford,train
257,images\leonberger_155.jpg,dog,20,oxford,train
258,images\leonberger_67.jpg,dog,20,oxford,train
259,images\leonberger_114.jpg,dog,20,oxford,train
260,images\leonberger_170.jpg,dog,20,oxford,train
261,images\leonberger_149.jpg,dog,20,oxford,train
262,images\leonberger_24.jpg,dog,20,oxford,train
263,images\leonberger_184.jpg,dog,20,oxford,train
264,images\leonberger_39.jpg,dog,20,oxford,train
265,images\leonberger_194.jpg,dog,20,oxford,train
266,images\leonberger_55.jpg,dog,20,oxford,train
267,images\leonberger_185.jpg,dog,20,oxford,train
268,images\leonberger_160.jpg,dog,20,oxford,train
269,images\leonberger_120.jpg,dog,20,oxford,train
270,images\leonberger_30.jpg,dog,20,oxford,train
271,images\leonberger_177.jpg,dog,20,oxford,train
272,images\leonberger_136.jpg,dog,20,oxford,train
273,images\leonberger_82.jpg,dog,20,oxford,train
274,images\leonberger_43.jpg,dog,20,oxford,train
275,images\leonberger_138.jpg,dog,20,oxford,train
276,images\leonberger_106.jpg,dog,20,oxford,train
277,images\leonberger_35.jpg,dog,20,oxford,train
278,images\leonberger_143.jpg,dog,20,oxford,train
279,images\leonberger_26.jpg,dog,20,oxford,train
280,images\leonberger_178.jpg,dog,20,oxford,train
281,images\leonberger_28.jpg,dog,20,oxford,train
282,images\leonberger_183.jpg,dog,20,oxford,train
283,images\leonberger_135.jpg,dog,20,oxford,train
284,images\leonberger_7.jpg,dog,20,oxford,train
285,images\leonberger_86.jpg,dog,20,oxford,train
286,images\leonberger_158.jpg,dog,20,oxford,train
287,images\leonberger_162.jpg,dog,20,oxford,train
288,images\leonberger_113.jpg,dog,20,oxford,train
289,images\leonberger_61.jpg,dog,20,oxford,train
290,images\leonberger_80.jpg,dog,20,oxford,train
291,images\leonberger_140.jpg,dog,20,oxford,train
292,images\leonberger_153.jpg,dog,20,oxford,train
293,images\leonberger_112.jpg,dog,20,oxford,train
294,images\leonberger_38.jpg,dog,20,oxford,train
295,images\leonberger_60.jpg,dog,20,oxford,train
296,images\leonberger_47.jpg,dog,20,oxford,train
297,images\leonberger_58.jpg,dog,20,oxford,train
298,images\leonberger_66.jpg,dog,20,oxford,train
299,images\leonberger_70.jpg,dog,20,oxford,train
300,images\leonberger_33.jpg,dog,20,oxford,train
301,images\leonberger_76.jpg,dog,20,oxford,train
302,images\leonberger_104.jpg,dog,20,oxford,train
303,images\leonberger_191.jpg,dog,20,oxford,train
304,images\leonberger_81.jpg,dog,20,oxford,train
305,images\leonberger_49.jpg,dog,20,oxford,train
306,images\leonberger_69.jpg,dog,20,oxford,train
307,images\leonberger_131.jpg,dog,20,oxford,train
308,images\leonberger_75.jpg,dog,20,oxford,train
309,images\leonberger_200.jpg,dog,20,oxford,train
310,images\leonberger_102.jpg,dog,20,oxford,train
311,images\leonberger_40.jpg,dog,20,oxford,train
312,images\leonberger_145.jpg,dog,20,oxford,train
313,images\leonberger_189.jpg,dog,20,oxford,train
314,images\leonberger_16.jpg,dog,20,oxford,train
315,images\leonberger_129.jpg,dog,20,oxford,train
316,images\leonberger_126.jpg,dog,20,oxford,train
317,images\leonberger_21.jpg,dog,20,oxford,train
318,images\leonberger_91.jpg,dog,20,oxford,train
319,images\leonberger_154.jpg,dog,20,oxford,train
320,images\leonberger_83.jpg,dog,20,oxford,train
321,images\leonberger_15.jpg,dog,20,oxford,train
322,images\leonberger_180.jpg,dog,20,oxford,train
323,images\leonberger_89.jpg,dog,20,oxford,train
324,images\leonberger_164.jpg,dog,20,oxford,train
325,images\leonberger_71.jpg,dog,20,oxford,train
326,images\leonberger_87.jpg,dog,20,oxford,train
327,images\leonberger_94.jpg,dog,20,oxford,train
328,images\leonberger_147.jpg,dog,20,oxford,train
329,images\leonberger_90.jpg,dog,20,oxford,train
330,images\leonberger_93.jpg,dog,20,oxford,train
331,images\leonberger_141.jpg,dog,20,oxford,train
332,images\leonberger_187.jpg,dog,20,oxford,train
333,images\leonberger_20.jpg,dog,20,oxford,train
334,images\leonberger_2.jpg,dog,20,oxford,train
335,images\leonberger_50.jpg,dog,20,oxford,train
336,images\leonberger_197.jpg,dog,20,oxford,train
337,images\leonberger_133.jpg,dog,20,oxford,train
338,images\leonberger_144.jpg,dog,20,oxford,train
339,images\leonberger_146.jpg,dog,20,oxford,train
340,images\leonberger_34.jpg,dog,20,oxford,train
341,images\leonberger_22.jpg,dog,20,oxford,train
342,images\leonberger_1.jpg,dog,20,oxford,train
343,images\leonberger_44.jpg,dog,20,oxford,train
344,images\leonberger_103.jpg,dog,20,oxford,train
345,images\leonberger_4.jpg,dog,20,oxford,train
346,images\leonberger_19.jpg,dog,20,oxford,train
347,images\leonberger_62.jpg,dog,20,oxford,train
348,images\leonberger_110.jpg,dog,20,oxford,train
349,images\leonberger_6.jpg,dog,20,oxford,train
350,images\leonberger_175.jpg,dog,20,oxford,train
351,images\leonberger_148.jpg,dog,20,oxford,train
352,images\leonberger_151.jpg,dog,20,oxford,train
353,images\leonberger_36.jpg,dog,20,oxford,train
354,images\leonberger_56.jpg,dog,20,oxford,train
355,images\leonberger_168.jpg,dog,20,oxford,train
356,images\leonberger_116.jpg,dog,20,oxford,train
357,images\leonberger_78.jpg,dog,20,oxford,train
358,images\leonberger_169.jpg,dog,20,oxford,train
359,images\leonberger_97.jpg,dog,20,oxford,train
360,images\leonberger_108.jpg,dog,20,oxford,train
361,images\leonberger_128.jpg,dog,20,oxford,train
362,images\leonberger_125.jpg,dog,20,oxford,train
363,images\leonberger_188.jpg,dog,20,oxford,train
364,images\leonberger_8.jpg,dog,20,oxford,validation
365,images\leonberger_57.jpg,dog,20,oxford,validation
366,images\leonberger_193.jpg,dog,20,oxford,validation
367,images\leonberger_137.jpg,dog,20,oxford,validation
368,images\leonberger_134.jpg,dog,20,oxford,validation
369,images\leonberger_118.jpg,dog,20,oxford,validation
370,images\leonberger_3.jpg,dog,20,oxford,validation
371,images\leonberger_68.jpg,dog,20,oxford,validation
372,images\leonberger_142.jpg,dog,20,oxford,validation
373,images\leonberger_115.jpg,dog,20,oxford,validation
374,images\leonberger_176.jpg,dog,20,oxford,validation
375,images\leonberger_124.jpg,dog,20,oxford,validation
376,images\leonberger_27.jpg,dog,20,oxford,validation
377,images\leonberger_196.jpg,dog,20,oxford,validation
378,images\leonberger_130.jpg,dog,20,oxford,validation
379,images\leonberger_79.jpg,dog,20,oxford,validation
380,images\leonberger_12.jpg,dog,20,oxford,validation
381,images\leonberger_100.jpg,dog,20,oxford,validation
382,images\leonberger_77.jpg,dog,20,oxford,validation
383,images\leonberger_117.jpg,dog,20,oxford,validation
384,images\chihuahua_10.jpg,dog,11,oxford,test
385,images\chihuahua_50.jpg,dog,11,oxford,test
386,images\chihuahua_4.jpg,dog,11,oxford,test
387,images\chihuahua_133.jpg,dog,11,oxford,test
388,images\chihuahua_12.jpg,dog,11,oxford,test
389,images\chihuahua_122.jpg,dog,11,oxford,test
390,images\chihuahua_135.jpg,dog,11,oxford,test
391,images\chihuahua_157.jpg,dog,11,oxford,test
392,images\chihuahua_25.jpg,dog,11,oxford,test
393,images\chihuahua_27.jpg,dog,11,oxford,test
394,images\chihuahua_100.jpg,dog,11,oxford,test
395,images\chihuahua_162.jpg,dog,11,oxford,test
396,images\chihuahua_111.jpg,dog,11,oxford,test
397,images\chihuahua_117.jpg,dog,11,oxford,test
398,images\chihuahua_61.jpg,dog,11,oxford,test
399,images\chihuahua_154.jpg,dog,11,oxford,test
400,images\chihuahua_32.jpg,dog,11,oxford,test
401,images\chihuahua_66.jpg,dog,11,oxford,test
402,images\chihuahua_99.jpg,dog,11,oxford,test
403,images\chihuahua_197.jpg,dog,11,oxford,test
404,images\chihuahua_196.jpg,dog,11,oxford,test
405,images\chihuahua_177.jpg,dog,11,oxford,test
406,images\chihuahua_190.jpg,dog,11,oxford,test
407,images\chihuahua_7.jpg,dog,11,oxford,test
408,images\chihuahua_124.jpg,dog,11,oxford,test
409,images\chihuahua_41.jpg,dog,11,oxford,test
410,images\chihuahua_71.jpg,dog,11,oxford,test
411,images\chihuahua_109.jpg,dog,11,oxford,test
412,images\chihuahua_38.jpg,dog,11,oxford,test
413,images\chihuahua_106.jpg,dog,11,oxford,test
414,images\chihuahua_56.jpg,dog,11,oxford,test
415,images\chihuahua_76.jpg,dog,11,oxford,test
416,images\chihuahua_91.jpg,dog,11,oxford,test
417,images\chihuahua_182.jpg,dog,11,oxford,test
418,images\chihuahua_189.jpg,dog,11,oxford,test
419,images\chihuahua_163.jpg,dog,11,oxford,test
420,images\chihuahua_147.jpg,dog,11,oxford,test
421,images\chihuahua_142.jpg,dog,11,oxford,test
422,images\chihuahua_121.jpg,dog,11,oxford,test
423,images\chihuahua_186.jpg,dog,11,oxford,test
424,images\chihuahua_35.jpg,dog,11,oxford,train
425,images\chihuahua_45.jpg,dog,11,oxford,train
426,images\chihuahua_49.jpg,dog,11,oxford,train
427,images\chihuahua_138.jpg,dog,11,oxford,train
428,images\chihuahua_23.jpg,dog,11,oxford,train
429,images\chihuahua_139.jpg,dog,11,oxford,train
430,images\chihuahua_165.jpg,dog,11,oxford,train
431,images\chihuahua_131.jpg,dog,11,oxford,train
432,images\chihuahua_24.jpg,dog,11,oxford,train
433,images\chihuahua_54.jpg,dog,11,oxford,train
434,images\chihuahua_79.jpg,dog,11,oxford,train
435,images\chihuahua_2.jpg,dog,11,oxford,train
436,images\chihuahua_103.jpg,dog,11,oxford,train
437,images\chihuahua_67.jpg,dog,11,oxford,train
438,images\chihuahua_160.jpg,dog,11,oxford,train
439,images\chihuahua_180.jpg,dog,11,oxford,train
440,images\chihuahua_143.jpg,dog,11,oxford,train
441,images\chihuahua_82.jpg,dog,11,oxford,train
442,images\chihuahua_105.jpg,dog,11,oxford,train
443,images\chihuahua_13.jpg,dog,11,oxford,train
444,images\chihuahua_141.jpg,dog,11,oxford,train
445,images\chihuahua_175.jpg,dog,11,oxford,train
446,images\chihuahua_89.jpg,dog,11,oxford,train
447,images\chihuahua_110.jpg,dog,11,oxford,train
448,images\chihuahua_47.jpg,dog,11,oxford,train
449,images\chihuahua_150.jpg,dog,11,oxford,train
450,images\chihuahua_144.jpg,dog,11,oxford,train
451,images\chihuahua_42.jpg,dog,11,oxford,train
452,images\chihuahua_149.jpg,dog,11,oxford,train
453,images\chihuahua_9.jpg,dog,11,oxford,train
454,images\chihuahua_83.jpg,dog,11,oxford,train
455,images\chihuahua_37.jpg,dog,11,oxford,train
456,images\chihuahua_126.jpg,dog,11,oxford,train
457,images\chihuahua_31.jpg,dog,11,oxford,train
458,images\chihuahua_198.jpg,dog,11,oxford,train
459,images\chihuahua_112.jpg,dog,11,oxford,train
460,images\chihuahua_19.jpg,dog,11,oxford,train
461,images\chihuahua_119.jpg,dog,11,oxford,train
462,images\chihuahua_72.jpg,dog,11,oxford,train
463,images\chihuahua_194.jpg,dog,11,oxford,train
464,images\chihuahua_158.jpg,dog,11,oxford,train
465,images\chihuahua_1.jpg,dog,11,oxford,train
466,images\chihuahua_30.jpg,dog,11,oxford,train
467,images\chihuahua_172.jpg,dog,11,oxford,train
468,images\chihuahua_14.jpg,dog,11,oxford,train
469,images\chihuahua_36.jpg,dog,11,oxford,train
470,images\chihuahua_174.jpg,dog,11,oxford,train
471,images\chihuahua_28.jpg,dog,11,oxford,train
472,images\chihuahua_102.jpg,dog,11,oxford,train
473,images\chihuahua_184.jpg,dog,11,oxford,train
474,images\chihuahua_127.jpg,dog,11,oxford,train
475,images\chihuahua_166.jpg,dog,11,oxford,train
476,images\chihuahua_93.jpg,dog,11,oxford,train
477,images\chihuahua_115.jpg,dog,11,oxford,train
478,images\chihuahua_98.jpg,dog,11,oxford,train
479,images\chihuahua_132.jpg,dog,11,oxford,train
480,images\chihuahua_15.jpg,dog,11,oxford,train
481,images\chihuahua_90.jpg,dog,11,oxford,train
482,images\chihuahua_129.jpg,dog,11,oxford,train
483,images\chihuahua_192.jpg,dog,11,oxford,train
484,images\chihuahua_51.jpg,dog,11,oxford,train
485,images\chihuahua_136.jpg,dog,11,oxford,train
486,images\chihuahua_43.jpg,dog,11,oxford,train
487,images\chihuahua_16.jpg,dog,11,oxford,train
488,images\chihuahua_151.jpg,dog,11,oxford,train
489,images\chihuahua_64.jpg,dog,11,oxford,train
490,images\chihuahua_187.jpg,dog,11,oxford,train
491,images\chihuahua_188.jpg,dog,11,oxford,train
492,images\chihuahua_78.jpg,dog,11,oxford,train
493,images\chihuahua_22.jpg,dog,11,oxford,train
494,images\chihuahua_107.jpg,dog,11,oxford,train
495,images\chihuahua_40.jpg,dog,11,oxford,train
496,images\chihuahua_161.jpg,dog,11,oxford,train
497,images\chihuahua_5.jpg,dog,11,oxford,train
498,images\chihuahua_118.jpg,dog,11,oxford,train
499,images\chihuahua_181.jpg,dog,11,oxford,train
500,images\chihuahua_52.jpg,dog,11,oxford,train
501,images\chihuahua_81.jpg,dog,11,oxford,train
502,images\chihuahua_148.jpg,dog,11,oxford,train
503,images\chihuahua_69.jpg,dog,11,oxford,train
504,images\chihuahua_11.jpg,dog,11,oxford,train
505,images\chihuahua_29.jpg,dog,11,oxford,train
506,images\chihuahua_18.jpg,dog,11,oxford,train
507,images\chihuahua_73.jpg,dog,11,oxford,train
508,images\chihuahua_169.jpg,dog,11,oxford,train
509,images\chihuahua_185.jpg,dog,11,oxford,train
510,images\chihuahua_65.jpg,dog,11,oxford,train
511,images\chihuahua_74.jpg,dog,11,oxford,train
512,images\chihuahua_123.jpg,dog,11,oxford,train
513,images\chihuahua_164.jpg,dog,11,oxford,train
514,images\chihuahua_108.jpg,dog,11,oxford,train
515,images\chihuahua_171.jpg,dog,11,oxford,train
516,images\chihuahua_80.jpg,dog,11,oxford,train
517,images\chihuahua_55.jpg,dog,11,oxford,train
518,images\chihuahua_156.jpg,dog,11,oxford,train
519,images\chihuahua_8.jpg,dog,11,oxford,train
520,images\chihuahua_191.jpg,dog,11,oxford,train
521,images\chihuahua_86.jpg,dog,11,oxford,train
522,images\chihuahua_87.jpg,dog,11,oxford,train
523,images\chihuahua_48.jpg,dog,11,oxford,train
524,images\chihuahua_125.jpg,dog,11,oxford,train
525,images\chihuahua_200.jpg,dog,11,oxford,train
526,images\chihuahua_92.jpg,dog,11,oxford,train
527,images\chihuahua_104.jpg,dog,11,oxford,train
528,images\chihuahua_6.jpg,dog,11,oxford,train
