,path,cat/dog,breed,dataset,train/test
394,images/Egyptian_Mau_138.jpg,cat,12,oxford,test
395,images/Ragdoll_48.jpg,cat,27,oxford,test
396,images/Egyptian_Mau_146.jpg,cat,12,oxford,test
397,VOCdevkit/VOC2012/JPEGImages/2010_003675.jpg,cat,,voc,test
398,VOCdevkit/VOC2012/JPEGImages/2011_002034.jpg,cat,,voc,test
399,images/Sphynx_189.jpg,cat,34,oxford,test
400,VOCdevkit/VOC2012/JPEGImages/2010_004007.jpg,cat,,voc,test
401,images/Egyptian_Mau_36.jpg,cat,12,oxford,test
402,VOCdevkit/VOC2012/JPEGImages/2010_005035.jpg,cat,,voc,test
403,images/Sphynx_119.jpg,cat,34,oxford,test
404,VOCdevkit/VOC2012/JPEGImages/2010_005505.jpg,cat,,voc,test
405,images/Siamese_22.jpg,cat,33,oxford,test
406,images/British_Shorthair_2.jpg,cat,10,oxford,test
407,images/Abyssinian_13.jpg,cat,1,oxford,test
408,images/Siamese_43.jpg,cat,33,oxford,test
409,VOCdevkit/VOC2012/JPEGImages/2009_003457.jpg,cat,,voc,test
410,VOCdevkit/VOC2012/JPEGImages/2010_004621.jpg,cat,,voc,test
411,VOCdevkit/VOC2012/JPEGImages/2010_005592.jpg,cat,,voc,test
412,images/Russian_Blue_104.jpg,cat,28,oxford,test
413,images/Ragdoll_136.jpg,cat,27,oxford,test
414,images/Egyptian_Mau_9.jpg,cat,12,oxford,test
415,images/Egyptian_Mau_144.jpg,cat,12,oxford,test
416,images/Siamese_36.jpg,cat,33,oxford,test
417,images/Sphynx_126.jpg,cat,34,oxford,test
418,images/Ragdoll_116.jpg,cat,27,oxford,test
419,images/Egyptian_Mau_30.jpg,cat,12,oxford,test
420,images/British_Shorthair_134.jpg,cat,10,oxford,test
421,images/Bengal_22.jpg,cat,6,oxford,test
422,images/Bengal_12.jpg,cat,6,oxford,test
423,images/Bengal_115.jpg,cat,6,oxford,test
424,images/Siamese_178.jpg,cat,33,oxford,test
425,VOCdevkit/VOC2012/JPEGImages/2008_005337.jpg,cat,,voc,test
426,images/Birman_66.jpg,cat,7,oxford,test
427,images/Birman_138.jpg,cat,7,oxford,test
428,images/British_Shorthair_179.jpg,cat,10,oxford,test
429,VOCdevkit/VOC2012/JPEGImages/2009_002628.jpg,cat,,voc,test
